Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc
J02412-045,G 75-035,-,,40.314644601413,-4.53854248544415,02:41:15.14,-04:32:17.8,177.012886305772,-55.422154411316,EDR3,M4.5 V,4.5,AF15a,3100.0,50.0,4.5,0.5,0.0,,Cif20,0.0044414,8.004e-05,Cif20,0.23104,0.00774,Karmn,0.2198,0.0118,Karmn,352.764634007703,0.042424116,-57.9169609543659,0.041703507,EDR3,81.198927491058,0.044579778,EDR3,12.3154336,0.00676141,EDR3,21.609,2.653,RAVE5,1.7146044,EDR3,-23.43867,1.50358,-15.47118,0.07892,-10.66751,2.18439,Karmn,0.1078484209264544,0.0036249389410223,Wol17,IC,Karmn,,,YD,Karmn,,,,,0.4022000133991241,,CC21,-3.42,0.11,Med20,,,,J024114.8-043214,0.036,0.0155,-0.38,0.36,0.54,1.43,2.27,0.98,0.0021303451270799,1.82,1RXS*,,,21.369,0.241,20.405,0.129,GALEX,17.462,0.014,SDSS9,,,,15.556,0.09,UCAC4,14.0459,0.0035,EDR3,14.569,0.05,UCAC4,,,,13.793,0.05,UCAC4,13.587,UCAC3,13.162,0.02,UCAC4,12.2509,0.0029,EDR3,11.425,0.05,UCAC4,10.9763,0.0039,EDR3,10.62,US-B1,9.199,0.022,8.581,0.061,8.246,0.027,AAA,2M,8.078,0.023,7.902,0.02,7.741,0.019,7.47,0.121,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,(Astralux) [Bow15],Beta,,#WDS BWL12 11.8arcsec background star,5185165891628969984,02411510-0432177,35760711,3050.0,3150.0,4.0,5.0,False,,,False,False
J02392+074,G 76-019,-,3174,39.8243582891851,7.47081607134063,02:39:17.33,+07:28:17.1,163.850939883725,-46.6531384631719,EDR3,M4.0 V,4.0,PMSU,3200.0,50.0,5.0,0.5,0.0,,Cif20,0.0059855,0.0001258,Cif20,0.2517,0.0083,Karmn,0.2416,0.0124,Karmn,480.353929552531,0.0300554,-137.598489882234,0.026521113,EDR3,50.0510671308922,0.027955268,EDR3,19.97959399,0.0111593,EDR3,34.3,15.0,Haw96,1.104966,EDR3,-46.30265,9.88965,-32.88193,2.86429,-13.82115,10.90832,Karmn,0.1161123601424449,0.0070669816534354,Wol17,,,,,D,Karmn,,,,,,,,-2.61,,PMSU,,,,,0.05404,0.01821,-0.08,0.32,,,4.26,1.44,0.0075177785537955,4.88,PSPC/ROSAT,Flare?,Ger99,,,21.092,0.195,GALEX,,,,,,,15.936,0.03,UCAC4,14.5091,0.0039,EDR3,15.01,0.04,UCAC4,,,,14.218,0.11,UCAC4,13.725,UCAC3,13.57,0.09,UCAC4,12.8596,0.0029,EDR3,12.07,0.07,UCAC4,11.6248,0.004,EDR3,11.02,US-B1,9.881,0.023,9.343,0.026,9.033,0.023,AAA,2M,8.851,0.023,8.673,0.02,8.552,0.026,8.268,0.255,AAAB,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,FastCam,Gamma,,#35-300Ma Shk09.,18986817760556416,02391735+0728169,337217173,3150.0,3250.0,4.5,5.5,False,,,False,False
J02367+320,G 74-034 AB,AB,3169AB,39.19708391635,32.0719157729,02:36:47.71,+32:04:19.9,147.5925955227,-25.7061067122,EDR3,M3.5 V+,3.5,PMSU,,,,,,,,,,,,,,,,,-325.270302242809,0.037600696,-60.1606902145554,0.03512204,EDR3,51.3785176839312,0.043668423,EDR3,19.46338752,0.01654262,EDR3,,,,1.8675445,EDR3,,,,,,,,0.0404873004431548,0.0093160471030462,Wol17,,,,,,,,,,,,,,-0.42,0.09,Gai14,,,,J023647.2+320443,0.0485,0.015,-0.7,0.2,0.28,1.95,2.23,0.69,0.001693193362682,1.06,1RXS*,,,,,,,,,,,,,,14.589,0.08,UCAC4,13.8064,0.0039,EDR3,13.735,0.06,UCAC4,,,,12.987,0.04,UCAC4,12.788,UCAC3,12.383,0.01,UCAC4,12.3269,0.0028,EDR3,10.915,0.04,UCAC4,11.0449,0.01451,EDR3,9.97,US-B1,8.965,0.028,8.301,0.021,8.182,0.024,EAE,2M,7.841,0.024,7.669,0.02,7.577,0.019,7.754,0.259,AAAB,AllWISE,Resolved Physical,,,,,,,LDS3404,2.60,,,,,No,,0.0,,,,(FastCam),Delta,,#More info needed.,133359735269472768,02364781+3204204,620450348,,,,,False,,,False,False
J02367+226,G 36-26,-,,39.1836823254266,22.6722796531661,02:36:44.13,+22:40:26.2,152.536041842957,-34.0758606846014,EDR3,M5.0 V,5.0,AF15a,3000.0,50.0,4.5,0.5,0.0,,Cif20,0.0024361,3.442e-05,Cif20,0.18271,0.00623,Karmn,0.1688,0.0105,Karmn,-37.9121049249872,0.03201462,-374.507242043187,0.026378358,EDR3,68.3398393519587,0.02730209,EDR3,14.63275316,0.00584585,EDR3,-7.0,5.0,New14,1.1300579,EDR3,12.47938,3.67478,-17.83091,1.91011,-16.0344,2.80135,Karmn,0.0459325664729083,0.0028108090454505,Wol17,,,,,D,Karmn,=,12.7,1.4,Kes18,0.3697,,West15,-5.5,0.5,AF15a,,,,J023644.4+224028,0.11,0.0235,-0.1,0.2,0.43,0.26,8.56,1.83,0.0181448753584056,7.47,1RXS,,,,,21.843,0.421,GALEX,,,,,,,17.07,0.1,UCAC4,15.5093,0.0041,EDR3,16.065,0.02,UCAC4,,,,15.288,0.05,UCAC4,14.945,UCAC3,14.6,0.02,UCAC4,13.445,0.0029,EDR3,12.651,0.09,UCAC4,12.1118,0.0039,EDR3,11.39,US-B1,10.081,0.018,9.52,0.019,9.194,0.018,AAA,2M,8.991,0.022,8.806,0.02,8.638,0.028,8.422,0.414,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,#90-300Ma Shk09.,89593331327905536,02364412+2240265,61085196,2950.0,3050.0,4.0,5.0,False,,,False,False
J02364+554,G 173-061,-,3168,39.1109423318039,55.4750543257748,02:36:27.10,+55:28:34.3,137.49392867261,-4.39970350635566,EDR3,M3.0 V,3.0,PMSU,3300.0,50.0,5.5,0.5,0.0,,Cif20,0.0227262,0.0005326,Cif20,0.461,0.015,Karmn,0.4626,0.0192,Karmn,-251.152037471238,0.13985005,-255.589457605871,0.19103919,EDR3,34.1821400854321,0.1539766,EDR3,29.25504364,0.13178204,EDR3,-60.8,0.4,Giz02,11.251839,EDR3,59.47436,0.31303,-30.08575,0.29394,-41.51931,0.1637,Karmn,0.0487456064508661,0.0066307227758869,Wol17,,,,,D,Karmn,<,8.0,,Gilh18,,,,0.348,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.842,0.04,UCAC4,13.4748,0.003,EDR3,13.987,0.04,UCAC4,,,,13.234,0.05,UCAC4,12.994,UCAC3,12.619,0.01,UCAC4,12.0855,0.0028,EDR3,11.324,0.08,UCAC4,10.9106,0.0038,EDR3,10.71,US-B1,9.339,0.02,8.8,0.022,8.517,0.018,AAA,2M,8.363,0.023,8.205,0.02,8.083,0.02,8.079,0.271,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,454286043888629504,02362715+5528349,245503256,3250.0,3350.0,5.0,6.0,False,,,False,False
J02362+068,BX Cet,C,105B,39.0716773332442,6.87808989817356,02:36:15.27,+06:52:17.9,163.47096597922,-47.5708228710509,EDR3,M4.0 V,4.0,AF15a,3335.0,45.0,4.91,0.1,-0.24,0.12,Marf21,0.0080521,4.654e-05,Karmn,0.2688,0.0073,Karmn,0.2596,0.0117,Karmn,1801.67145788057,0.043110535,1450.48694652388,0.037766326,EDR3,138.437091035593,0.041985847,EDR3,7.22349764,0.00219078,EDR3,26.268,0.0057,Sou18,1.8051597,EDR3,-77.0273,0.01406,0.74474,0.01657,32.08434,0.01187,Karmn,0.881067976236871,0.0033969003940037,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.081,0.01,Sche19,,,,,,,,,,,,,,,,,,,,22.069,0.424,GALEX,16.067,0.009,SDSS9,,,,13.249,0.03,UCAC4,11.9521,0.0035,EDR3,12.412,0.04,UCAC4,,,,11.664,0.1,UCAC4,11.357,UCAC4,11.062,0.13,UCAC4,10.3331,0.0028,EDR3,9.541,0.09,UCAC4,9.0968,0.0039,EDR3,8.94,US-B1,7.333,0.018,6.793,0.038,6.574,0.02,AAA,2M,6.449,0.044,6.21,0.021,6.141,0.015,6.025,0.047,AAAA,WISE,Wide,PLQ32,164.0,0.10,Dor11,HD 16160 AB,K3.0V\\M7.0V,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,CAFOS,FEROS,TCP,FastCam,Alpha,GTO,,18565464288396416,02361535+0652191,278962913,3290.0,3380.0,4.8100000000000005,5.01,True,../data/CARM_VIS_RVs/J02362+068.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J02362+068/J02362+068_TESS_TIC278962913_S31.fits,True,True
J02358+202,BD+19 381,-,104,38.9732956954859,20.21926027726,02:35:53.31,+20:13:11.6,153.77083282678,-36.3203749317209,EDR3,M2.0 V,2.0,PMSU,3703.0,15.0,4.86,0.09,-0.02,0.04,Marf21,0.0396201,0.0005472,Karmn,0.48362,0.00515,Karmn,0.4863,0.0125,Karmn,249.839073607547,0.027399382,-140.33557150909,0.022536617,EDR3,71.2164084710842,0.023202313,EDR3,14.04170782,0.00457479,EDR3,1.002,0.0015,Sou18,1.2980689,EDR3,-9.11336,0.00393,-16.77348,0.00441,-0.65621,0.00339,Karmn,0.0264839689268452,0.00012431559508987745,Wol17,LA,Karmn,,,YD,Karmn,<,2.0,,Rein18,31.9,0.6,DA19,0.065,0.011,Sche19,,,,,0.03162,0.01534,-0.07,0.44,,,2.51,1.22,0.0003755810819844933,0.35,PSPC/ROSAT,,,21.197,0.411,19.843,0.127,GALEX,15.04,0.006,SDSS9,12.683,0.239,TYC2,12.119,0.01,UCAC4,10.8989,0.0033,EDR3,11.411,0.02,UCAC4,10.926,0.066,TYC2,10.636,0.04,UCAC4,10.19,UCAC4,10.065,0.05,UCAC4,9.7087,0.0028,EDR3,9.332,0.62,UCAC4,8.6274,0.0039,EDR3,9.07,US-B1,7.208,0.02,6.572,0.02,6.328,0.02,AAA,2M,6.185,0.086,6.086,0.036,6.085,0.014,5.987,0.054,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,87921523897823872,02355328+2013119,247042708,3688.0,3718.0,4.7700000000000005,4.95,True,../data/CARM_VIS_RVs/J02358+202.dat,,True,False
J02353+235,2E 591,-,3166,38.8437654322662,23.5748626821722,02:35:22.61,+23:34:30.5,151.692333553796,-33.4275674077005,EDR3,M3.5 V,3.5,PMSU,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.02397,0.00107,Cif20,0.5038,0.0193,Karmn,0.5075,0.0234,Karmn,-90.9045797578472,0.3582464,-65.0707788855674,0.30393887,EDR3,32.8495908966242,0.36169103,EDR3,30.44177942,0.33517978,EDR3,8.0,2.0,Terr15,19.250582,EDR3,4.54051,1.47309,5.74508,0.80116,-16.45127,1.10648,Karmn,0.0060612619662544,0.00032008193564812766,Wol17,UMa,Karmn,,,D,Karmn,,,,,0.5468000173568726,,CC21,-6.06,,PMSU,,,,J023522.7+233442,0.0982,0.0235,-0.41,0.21,-0.66,0.56,6.03,1.44,0.0077332761257375,3.77,1RXS,,,,,,,,,,,,,,15.223,0.05,UCAC4,13.8624,0.008,EDR3,14.324,0.03,UCAC4,,,,13.614,0.03,UCAC4,13.359,UCAC3,13.001,0.03,UCAC4,12.3786,0.0031,EDR3,11.56,0.05,UCAC4,11.1706,0.0044,EDR3,10.64,US-B1,9.536,0.021,8.944,0.016,8.712,0.018,AAA,2M,8.528,0.023,8.361,0.02,8.238,0.023,8.088,0.288,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,89906520343072000,02352261+2334308,247020601,3150.0,3250.0,5.0,6.0,False,,,False,False
J02345+566,G 174-004,-,,38.6452842267613,56.6116907265541,02:34:34.69,+56:36:45.6,136.808158848168,-3.45550315757418,EDR3,M2.0 V,2.0,Lep13,3600.0,50.0,4.5,0.5,0.0,,Cif20,0.056401,0.001049,Cif20,0.6105,0.0179,Karmn,0.6202,0.0228,Karmn,91.3062401591127,0.020614173,-222.696748152762,0.029553354,EDR3,27.8621484854598,0.024212115,EDR3,35.89098667,0.03118915,EDR3,9.96273911102122,0.316736338309549,EDR3,1.3757824,EDR3,-25.83946,0.2308,-15.53833,0.21685,-29.44651,0.0365,Karmn,0.0354929047193043,0.0009985941846461883,Wol17,,,,,YD,Karmn,,,,,,,,-0.32,,Lep13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.711,0.02,UCAC4,12.4844,0.003,EDR3,12.979,0.04,UCAC4,,,,12.246,0.07,UCAC4,11.918,UCAC3,11.645,0.02,UCAC4,11.3491,0.0028,EDR3,10.639,0.04,UCAC4,10.2876,0.0039,EDR3,10.21,US-B1,8.893,0.029,8.236,0.017,8.036,0.02,AAA,2M,7.9,0.024,7.888,0.02,7.754,0.019,7.675,0.156,BAAB,WISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,457762325995735040,02343465+5636461,245425195,3550.0,3650.0,4.0,5.0,False,,,False,False
J02340+417,G 74-029,-,3164,38.501916800125,41.7806585162463,02:34:00.05,+41:46:49.0,142.667459913051,-17.1268906401788,EDR3,M3.0 V,3.0,PMSU,3300.0,50.0,4.5,0.5,0.0,,Cif20,0.010086,0.000187,Cif20,0.30725,0.00974,Karmn,0.3002,0.0138,Karmn,284.96253917193,0.028153082,83.7025896263158,0.027942043,EDR3,45.2387581594573,0.027397227,EDR3,22.10493923,0.01338706,EDR3,74.4,15.0,Haw96,1.4701506,EDR3,-75.66064,11.39783,27.78321,8.69339,-2.73983,4.41756,Karmn,0.0406649384716631,0.0025368408885232,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35,0.08,UCAC4,13.8671,0.0034,EDR3,14.442,0.12,UCAC4,,,,13.613,0.07,UCAC4,13.513,UCAC3,13.017,0.02,UCAC4,12.4099,0.0028,EDR3,11.718,0.11,UCAC4,11.2287,0.0039,EDR3,10.74,US-B1,9.638,0.021,9.059,0.019,8.802,0.018,AAA,2M,8.631,0.023,8.466,0.018,8.33,0.023,8.022,0.22,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,338554924573259392,02340001+4146489,139405621,3250.0,3350.0,4.0,5.0,False,,,False,False
J02337+150,LP 470-030,-,3165,38.4498313856546,15.0049527399702,02:33:47.48,+15:00:17.4,156.544294603878,-41.0912994230407,EDR3,M3.0 V,3.0,PMSU,3300.0,50.0,5.0,0.5,0.0,,Cif20,0.0089366,0.0002789,Cif20,0.28921,0.00986,Karmn,0.2811,0.0138,Karmn,437.341762655683,0.033285398,26.7505116160703,0.026674235,EDR3,45.4218887099087,0.029102761,EDR3,22.01581723,0.014106,EDR3,11.0,2.0,Terr15,1.4540712,EDR3,-38.15116,1.38286,-24.6899,0.60033,12.12453,1.3146,Karmn,0.0998289944401587,0.0046999785024693,Wol17,HS,Karmn,,,YD,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.111,0.426,GALEX,,,,,,,15.384,0.02,UCAC4,14.0172,0.0042,EDR3,14.558,0.01,UCAC4,,,,13.756,0.02,UCAC4,13.731,UCAC3,13.135,0.01,UCAC4,12.5242,0.0029,EDR3,11.827,0.33,UCAC4,11.3348,0.004,EDR3,11.08,US-B1,9.692,0.022,9.115,0.023,8.858,0.019,AAA,2M,8.68,0.022,8.551,0.02,8.402,0.025,7.92,0.23,AAAB,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,(Astralux),Gamma,,,75339743621732608,02334741+1500173,408818853,3250.0,3350.0,4.5,5.5,False,,,False,False
J02336+249,GJ 102,-,102,38.4051366610943,24.9241318771158,02:33:37.18,+24:55:37.7,150.528645718692,-32.4144837434285,EDR3,M4.0 V,4.0,PMSU,3313.0,24.0,5.19,0.1,-0.18,0.1,Marf21,0.0056025,2.391e-05,Karmn,0.2272,0.00333,Karmn,0.2157,0.00922,Karmn,48.3916978102886,0.043675553,-675.78970860611,0.045849912,EDR3,100.146544741862,0.042935688,EDR3,9.98536697,0.00428101,EDR3,-6.437,0.0886,Sou18,1.423382,EDR3,9.3816,0.06519,-24.34962,0.03786,-19.72416,0.04863,Karmn,0.0986122517578125,0.0027482377642398,Wol17,,,,,D,Karmn,=,3.0,1.5,Rein18,,,,-2.73,0.014,Sche19,-3.9475,0.0021,Sche19,J023336.5+245549,0.145,0.0276,-0.52,0.14,-0.59,0.52,8.05,1.53,0.0038789521846718,1.47,1RXS,Flare?,Ger99,20.985,0.217,19.473,0.074,GALEX,16.083,0.006,SDSS9,,,,14.654,0.15,UCAC4,13.2419,0.0037,EDR3,13.706,0.06,UCAC4,,,,12.978,0.07,UCAC4,12.717,UCAC4,12.345,0.06,UCAC4,11.5293,0.0028,EDR3,10.688,0.03,UCAC4,10.2735,0.004,EDR3,9.98,US-B1,8.472,0.02,7.913,0.021,7.627,0.017,AAA,2M,7.405,0.033,7.264,0.02,7.165,0.017,6.981,0.103,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,(Astralux) (FastCam),Alpha,GTO,,102162639019033600,02333717+2455392,22750743,3289.0,3337.0,5.090000000000001,5.29,True,../data/CARM_VIS_RVs/J02336+249.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J02336+249/J02336+249_TESS_TIC22750743_S18.fits,True,True
J02330+078,LP 530-026,-,,38.2698995471751,7.82805362743215,02:33:04.55,+07:49:42.5,161.703846312308,-47.2474002794948,EDR3,M2.0 V,2.0,Lep13,3600.0,50.0,4.5,0.5,0.0,,Cif20,0.052943,0.001187,Cif20,0.5915,0.0177,Karmn,0.6001,0.0226,Karmn,210.546251999806,0.13204356,-95.6076585976528,0.12565048,EDR3,32.6132147526865,0.10853359,EDR3,30.66241729,0.10204153,EDR3,44.2210003269009,0.313802150780166,EDR3,6.056539,EDR3,-42.89147,0.21415,-20.70054,0.1019,-28.58364,0.23546,Karmn,0.0406424474631361,0.005020228489954,Wol17,,,,,YD,Karmn,,,,,,,,-0.51,,Lep13,,,,,,,,,,,,,,,,,,,,21.249,0.312,GALEX,,,,,,,13.452,0.03,UCAC4,12.2371,0.0034,EDR3,12.727,0.04,UCAC4,,,,12.022,0.02,UCAC4,11.718,UCAC3,11.414,0.09,UCAC4,11.1,0.0028,EDR3,10.432,0.06,UCAC4,10.0329,0.0039,EDR3,,,8.648,0.023,7.973,0.034,7.751,0.021,AAA,2M,7.602,0.029,7.593,0.019,7.507,0.019,7.598,0.16,AAAB,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,,Gamma,,,19625187339798144,02330455+0749422,381080429,3550.0,3650.0,4.0,5.0,False,,,False,False
J02314+573,Ross 21,-,101,37.8744789440498,57.3787055854041,02:31:27.67,+57:22:43.2,136.125886807124,-2.90730866509473,EDR3,M3.5 V,3.5,PMSU,3300.0,50.0,4.5,0.5,0.0,,Cif20,0.0119511,0.0001932,Cif20,0.3344,0.0105,Karmn,0.3289,0.0146,Karmn,1115.71923422165,0.020135028,11.1268633277169,0.021904316,EDR3,50.0054147956385,0.023927981,EDR3,19.99783432,0.00956912,EDR3,3.4,15.0,Haw96,1.4975666,EDR3,-71.57743,10.79825,-66.54746,10.38366,40.59442,0.76154,Karmn,0.541235441413556,0.0236711849942405,Wol17,,,,,TD,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5086,0.0031,EDR3,13.831,0.021,PS1,,,,,,,13.025,UCAC3,12.654,0.023,PS1,12.0188,0.0028,EDR3,11.349,0.032,PS1,10.8201,0.0038,EDR3,10.29,US-B1,9.218,0.037,8.637,0.057,8.418,0.02,AAA,2M,8.198,0.021,8.032,0.021,7.941,0.018,7.78,0.155,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,458018340407727104,02312765+5722432,444136855,3250.0,3350.0,4.0,5.0,False,,,False,False
J02293+884,LP 001-052,-,3137,37.3087289359036,88.4056274280499,02:29:18.90,+88:24:13.6,123.664026414592,25.6749569305019,EDR3,M3.5 V,3.5,PMSU,3300.0,50.0,5.5,0.5,0.0,,Cif20,0.016342,0.0002636,Cif20,0.3911,0.0123,Karmn,0.3886,0.0164,Karmn,-125.441157444365,0.022364093,418.614945617746,0.021532424,EDR3,46.0103172215804,0.017106222,EDR3,21.73425571,0.0080806,EDR3,-25.6,15.0,Haw96,1.247026,EDR3,45.47103,7.49425,-15.17172,11.25185,19.61658,6.49865,Karmn,0.0785763859393723,0.0027496282651967,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.389,0.05,UCAC4,13.1663,0.003,EDR3,13.536,0.06,UCAC4,,,,12.87,0.09,UCAC4,12.82,UCAC3,12.251,0.01,UCAC4,11.7919,0.0028,EDR3,10.984,0.07,UCAC4,10.6317,0.0038,EDR3,9.98,US-B1,9.065,0.018,8.552,0.027,8.329,0.022,AAA,2M,7.983,0.022,7.881,0.02,7.785,0.019,7.78,0.162,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,576218726601829376,02291911+8824129,303256024,3250.0,3350.0,5.0,6.0,False,,,False,False
J02292+195,LP 410-033,-,,37.3096621894438,19.542191304607,02:29:14.14,+19:32:35.4,152.451340448882,-37.6602885147237,EDR3,M2.5 V,2.5,Lep13,3500.0,50.0,4.5,0.5,0.0,,Cif20,0.064142,0.001453,Cif20,0.6888,0.0212,Karmn,0.7028,0.0264,Karmn,154.29039054479,0.02872842,-222.505932629525,0.023430765,EDR3,25.1129011135193,0.023804482,EDR3,39.82017034,0.03774548,EDR3,,,,1.0831863,EDR3,,,-29.2,,-12.0,,Lep13,0.0404923360467323,0.0012250250349136,Wol17,,,,,,,,,,,,,,-2.35,,Lep13,,,,,1.37,0.0,,,,,84.8,,0.0639719247150071,0.87,PSPC/ROSAT,,,20.54,0.269,19.025,0.087,GALEX,,,,,,,13.981,0.018,APASS9,12.7596,0.0068,EDR3,13.151,0.004,PS1,,,,12.547,0.0,APASS9,12.389,UCAC3,11.997,0.0,APASS9,11.5432,0.003,EDR3,10.843,0.009,APASS9,10.4478,0.0049,EDR3,10.09,US-B1,8.959,0.021,8.384,0.038,8.101,0.017,AAA,2M,7.983,0.022,7.881,0.02,7.785,0.019,7.78,0.162,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,86519023801472384,02291411+1932360,247011609,3450.0,3550.0,4.0,5.0,False,,,False,False
J02289+226,BPM 85140,AB?,,37.2433833711928,22.6068035060386,02:28:58.24,+22:36:25.3,150.645735083567,-34.9621790396191,EDR3,M2.0 V,2.0,Lep13,,,,,,,,,,,,,,,,,148.560338887838,0.029742045,-48.8634996591657,0.025457775,EDR3,17.2148442573372,0.023578525,EDR3,58.08940151,0.07956287,EDR3,-69.4034426990362,0.549826938842482,EDR3,1.2377789,EDR3,,,,,,,,0.013489278661438,0.000316595113511286,Wol17,,,,,,,,,,,,,,-0.71,,Lep13,,,,,,,,,,,,,,,,,,,,,,,16.186,0.008,SDSS9,,,,12.898,0.02,UCAC4,12.1177,0.0031,EDR3,12.239,0.04,UCAC4,,,,11.547,0.03,UCAC4,11.404,UCAC3,10.997,0.05,UCAC4,11.311,0.0028,EDR3,10.243,0.04,UCAC4,10.4215,0.0039,EDR3,9.49,US-B1,8.794,0.022,8.181,9.998,8.059,0.023,EFE,2M,7.7,0.026,7.728,0.019,7.699,0.019,7.438,0.122,AAAB,AllWISE,Resolved Physical?,,,,,,,,0.9,,2MASS,,,No,,0.0,,,,,Delta,,#Image needed.,89367450407789184,02285823+2236248,247010052,,,,,False,,,False,False
J02289+120,[R78b] 140,AB,3160,37.2278168416945,12.0895196551881,02:28:54.68,+12:05:21.0,157.181841941149,-44.2043461220129,EDR3,M2.0 V+,2.0,PMSU,,,,,,,,,,,,,,,,,-3.14405209956218,0.22037022,81.6506231043631,0.16502711,EDR3,38.6627112417711,0.18385263,EDR3,25.86471481,0.12299437,EDR3,-50.276710291821,0.739220152605255,EDR3,8.570854,EDR3,,,,,,,,0.0038393013577733,6.618409580696398e-05,Wol17,,,,,,,,,,,,,,0.18,0.07,Sche15,,,,,,,,,,,,,,,,,,,,,,,,,,13.277,0.313,TYC2,13.523,0.01,UCAC4,12.2437,0.0033,EDR3,12.753,0.01,UCAC4,11.789,0.145,TYC2,12.044,0.01,UCAC4,11.791,UCAC3,11.434,0.04,UCAC4,10.9832,0.0028,EDR3,10.384,0.05,UCAC4,9.8667,0.0039,EDR3,10.25,US-B1,8.373,0.034,7.768,0.033,7.581,0.023,AAA,2M,7.357,0.032,7.296,0.02,7.217,0.018,7.068,0.131,AAAB,AllWISE,SB2,,,,,,,,,,Jeff18,,,No,,0.0,,FEROS,,(FastCam),Delta,,,26283932836820096,02285466+1205209,347004237,,,,,False,,,False,False
