Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc
J21569-019,LP 639-001,-,4239,329.235892384142,-1.89987246889069,21:56:55.25,-01:54:09.3,56.4720294772287,-41.2247685317818,EDR3,M5.0 V,5.0,PMSU,3100.0,50.0,5.5,0.5,0.0,,Cif20,0.0026252,2.951e-05,Cif20,0.17763,0.00582,Karmn,0.1634,0.0102,Karmn,1280.96988193101,0.033051856,612.106373091551,0.035542924,EDR3,74.2200801831618,0.037404016,EDR3,13.47344273,0.00679009,EDR3,-104.0,6.0,Terr15,1.2544863,EDR3,-125.3006,2.49343,-45.75971,3.76182,35.27243,3.95394,Karmn,0.618753856310278,0.0315036631656153,Wol17,,,,,TD,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.785,0.014,SDSS9,,,,,,,14.9352,0.0041,EDR3,15.601,0.004,SDSS9,,,,,,,14.538,UCAC3,14.583,0.012,SDSS9,13.0144,0.0029,EDR3,12.324,0.001,SDSS9,11.7147,0.0039,EDR3,11.26,US-B1,9.88,0.024,9.315,0.024,9.026,0.023,AAA,2M,8.849,0.023,8.601,0.021,8.446,0.026,8.461,0.359,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,TCP,,Gamma,,,2679694971455927296,21565513-0154100,241159653,3050.0,3150.0,5.0,6.0,False,,,False,False
J21566+197,Ross 263,-,4240,329.15762951775,19.7685455070087,21:56:37.93,+19:46:14.4,76.1632377903946,-26.8252184205728,EDR3,M3.5 V,3.5,PMSU,3300.0,50.0,5.5,0.5,0.0,,Cif20,0.0180794,0.0003491,Cif20,0.4114,0.0131,Karmn,0.41,0.0172,Karmn,-87.1575222448494,0.06538616,-480.333906806659,0.053134598,EDR3,45.1163395848212,0.05784949,EDR3,22.16491872,0.02842051,EDR3,-81.0,15.0,Haw96,2.9036398,EDR3,19.66018,3.20114,-93.35147,12.99766,9.54135,6.76889,Karmn,0.0968825407076941,0.0035323979222425,Wol17,,,,,TD,Karmn,,,,,,,,0.46,0.24,Gai14,,,,,,,,,,,,,,,,,,,,,,,16.508,0.008,SDSS9,,,,14.525,0.01,UCAC4,13.1745,0.0038,EDR3,13.646,0.0,UCAC4,,,,12.907,0.01,UCAC4,12.532,UCAC3,12.312,0.04,UCAC4,11.7484,0.0029,EDR3,11.038,0.03,UCAC4,10.568,0.0039,EDR3,10.16,US-B1,8.928,0.032,8.384,0.042,8.067,0.023,AAA,2M,7.901,0.024,7.82,0.02,7.683,0.018,7.572,0.148,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,1780624347783836032,21563794+1946144,330394881,3250.0,3350.0,5.0,6.0,False,,,False,False
J21539+417,GJ 839,-,839,328.498134902164,41.7774186306171,21:53:59.00,+41:46:44.5,90.9822362215944,-9.82931344535403,EDR3,M0.0 V,0.0,PMSU,4000.0,50.0,4.5,0.5,0.0,,Cif20,0.104622,0.002731,Cif20,0.674,0.019,Karmn,0.6867,0.0243,Karmn,384.927087253413,0.010376975,-360.603568886841,0.011690112,EDR3,39.3116710544165,0.011861757,EDR3,25.43773829,0.00767549,EDR3,-49.6359327118611,0.538243413549194,EDR3,1.0111446,EDR3,-7.50237,0.01646,-59.80247,0.53027,-53.63317,0.09283,Karmn,0.1621993733239352,0.0011540146441795,Wol17,,,,,TD,Karmn,<,4.0,,Rein12,,,,0.632,,PMSU,,,,,,,,,,,,,,,,,,,,,,,,,,12.066,0.103,TYC2,11.611,0.04,UCAC4,10.5455,0.0029,EDR3,11.049,0.06,UCAC4,10.389,0.036,TYC2,10.273,0.04,UCAC4,9.761,UCAC3,9.826,0.07,UCAC4,9.6737,0.0028,EDR3,9.069,0.05,UCAC4,8.7495,0.0038,EDR3,8.54,US-B1,7.572,0.024,6.907,0.027,6.765,0.027,AAA,2M,6.666,0.074,6.726,0.021,6.68,0.015,6.505,0.057,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,1960390203963541760,21535901+4146443,418752004,3950.0,4050.0,4.0,5.0,False,,,False,False
J21521+274,G 188-028,-,4232,328.0505066791,27.4133897475791,21:52:11.78,+27:25:00.3,81.0188929592695,-20.5222128326796,EDR3,M4.0 V,4.0,PMSU,3300.0,50.0,5.0,0.5,0.0,,Cif20,0.0087157,0.0001369,Cif20,0.28561,0.00894,Karmn,0.2773,0.0131,Karmn,282.633323232923,0.01961178,-755.066817396443,0.021816237,EDR3,40.3089526946538,0.019477386,EDR3,24.80838457,0.01198747,EDR3,-130.0,4.0,New14,1.214444,EDR3,10.53093,0.58547,-156.22761,3.70035,-37.04054,1.40242,Karmn,0.3519390344775737,0.0134051705086693,Wol17,,,,,TD,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.598,0.03,UCAC4,14.2961,0.0037,EDR3,14.737,0.02,UCAC4,,,,14.061,0.03,UCAC4,13.942,UCAC3,13.472,0.01,UCAC4,12.7915,0.0028,EDR3,11.902,0.07,UCAC4,11.5913,0.0039,EDR3,11.08,US-B1,9.984,0.024,9.473,0.028,9.266,0.021,AAA,2M,9.081,0.022,8.874,0.02,8.583,0.023,7.923,0.176,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1799991798431932800,21521179+2725001,326204080,3250.0,3350.0,4.5,5.5,False,,,False,False
J21521+056,StKM 1-1950,AB,4231,328.043816495397,5.62598169834582,21:52:10.39,+05:37:35.9,63.1875507042429,-35.7037888758611,EDR3,M3.0 V+,3.0,PMSU,,,,,,,,,,,,,,,,,119.17,7.95,-150.29,4.89,HIP2,32.79,5.65,HIP2,30.5,5.25,HIP2,,,,,,,,,,,,,0.0257822916617885,0.0047497770863218,Wol17,,,,,,,,,,,,,,-5.63,,PMSU,,,,J215209.9+053739,0.281,0.0303,-0.18,0.1,-0.04,0.16,20.67,2.23,0.0081026997798307,1.71,1RXS,Flare?,Ger99,19.895,0.172,18.385,0.055,GALEX,15.773,0.007,SDSS9,,,,13.574,0.01,UCAC4,12.3648,0.0069,EDR3,12.805,0.01,UCAC4,12.149,0.014,TYC2,12.141,0.01,UCAC4,11.675,UCAC3,11.554,0.01,UCAC4,11.3237,0.0191,EDR3,10.317,0.0,UCAC4,9.8261,0.0051,EDR3,,,8.248,0.026,7.646,0.044,7.385,0.026,AAA,2M,7.136,0.038,7.07,0.021,7.001,0.018,6.838,0.077,AAAA,AllWISE,Resolved Physical,,,,,,,JOD23,101,,,,,No,,0.0,,,,,Delta,,#20-150Ma Shk09.,2697021694162378880,21521039+0537356,2025076585,,,,,False,,,False,False
J21518+136,LP 518-058,AB,4228,327.952218331373,13.6038386127456,21:51:48.32,+13:36:15.2,70.2589314169535,-30.357897822293,EDR3,M4.5 V+,4.5,PMSU,,,,,,,,,,,,,,,,,191.409663589141,0.06693461,-89.3788298955033,0.062308427,EDR3,55.4999122028601,0.06628857,EDR3,18.01804652,0.02152058,EDR3,,,,2.5844789,EDR3,,,,,,,,0.0161663185065806,0.0008997420099553288,Wol17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.423,0.013,SDSS9,,,,15.536,0.11,UCAC4,14.1563,0.0033,EDR3,14.705,0.11,UCAC4,,,,13.9,0.03,UCAC4,13.757,UCAC3,13.288,0.05,UCAC4,12.6816,0.0028,EDR3,11.502,0.037,PS1,11.159,0.0039,EDR3,10.86,US-B1,9.311,0.021,8.734,0.016,8.423,0.018,AAA,2M,8.273,0.023,8.106,0.02,7.937,0.019,7.645,0.152,AAAB,AllWISE,Resolved Physical,,,,,,,,674,11,CC16,,,No,,0.0,,,,FastCam,Delta,,,1768825106253209984,21514831+1336154,2000368907,,,,,False,,,False,False
J21512+128,G 18-1,-,4227,327.826012978638,12.8425656243116,21:51:17.51,+12:50:30.7,69.5155328445799,-30.7879771007772,EDR3,M4.0 V,4.0,PMSU,3300.0,50.0,4.5,0.5,0.0,,Cif20,0.0140328,0.0006228,Cif20,0.3624,0.0136,Karmn,0.3584,0.0174,Karmn,666.998589913533,0.031423483,160.491562307421,0.022877306,EDR3,42.1777881800523,0.02512788,EDR3,23.7091617,0.01412499,EDR3,-81.0,15.0,Haw96,1.3833953,EDR3,-92.15445,4.51034,-63.1729,12.07117,4.79234,7.67761,Karmn,0.2748701305543516,0.0262914814492554,Wol17,,,,,TD-D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.039,0.02,UCAC4,13.707,0.003,EDR3,14.206,0.1,UCAC4,,,,13.488,0.01,UCAC4,13.409,UCAC3,12.917,0.07,UCAC4,12.2107,0.0028,EDR3,11.766,0.67,UCAC4,11.0118,0.0038,EDR3,10.47,US-B1,9.349,0.021,8.803,0.021,8.539,0.018,AAA,2M,8.437,0.023,8.276,0.021,8.156,0.023,8.004,0.218,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,FastCam,Gamma,,,1766511046596516608,21511741+1250303,385079005,3250.0,3350.0,4.0,5.0,False,,,False,False
J21482+279,G 188-026,-,4225,327.06258984304,27.9252662365257,21:48:15.27,+27:55:42.0,80.6972858843643,-19.5546170580898,EDR3,M2.0 V,2.0,PMSU,3500.0,50.0,5.0,0.5,0.0,,Cif20,0.0171753,0.0002313,Cif20,0.3564,0.0105,Karmn,0.3521,0.0147,Karmn,-204.913034474079,0.018928474,-691.722236159204,0.018436633,EDR3,59.4105672268392,0.017983852,EDR3,16.83202243,0.00509513,EDR3,2.1,0.4,Spe16,0.9342754,EDR3,47.47364,0.06194,-15.79005,0.37203,-28.54849,0.13442,Karmn,0.2130855617617783,0.0200570153408189,Wol17,,,,,D,Karmn,,,,,,,,0.44,0.09,Gai14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.612,0.02,UCAC4,12.2725,0.0032,EDR3,12.829,0.03,UCAC4,,,,12.026,0.02,UCAC4,11.649,UCAC3,11.425,0.03,UCAC4,11.0431,0.0028,EDR3,10.306,0.03,UCAC4,9.9436,0.0039,EDR3,9.69,US-B1,8.508,0.018,7.929,0.029,7.686,0.016,AAA,2M,7.522,0.03,7.416,0.02,7.313,0.016,7.108,0.105,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1800265817345116544,21481529+2755435,16651502,3450.0,3550.0,4.5,5.5,False,,,False,False
J21481+014,LP 638-040,-,4221,327.043579718625,1.44500159531001,21:48:10.22,+01:26:42.5,58.3155853968661,-37.4880235596776,EDR3,M3.5 V,3.5,PMSU,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.0187677,0.0002434,Cif20,0.4457,0.0142,Karmn,0.4463,0.0185,Karmn,224.044876262744,0.021935375,-32.776305266389,0.019679517,EDR3,30.0585122981794,0.020704621,EDR3,33.26844623,0.02291566,EDR3,-21.0,5.0,New14,1.1537069,EDR3,-33.1464,2.08399,-21.64432,3.3761,-12.20772,3.04296,Karmn,0.0335165089513612,0.0017763562571476,Wol17,HS,Karmn,,,YD,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.126,0.01,SDSS9,,,,15.46,0.05,UCAC4,14.19,0.0041,EDR3,14.63,0.01,UCAC4,,,,13.677,0.04,UCAC4,13.971,UCAC3,13.103,0.01,UCAC4,12.6807,0.0029,EDR3,11.75,0.04,UCAC4,11.4784,0.0041,EDR3,11.01,US-B1,9.824,0.024,9.19,0.027,8.925,0.021,AAA,2M,8.774,0.023,8.658,0.02,8.517,0.025,8.692,0.407,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,2693412169286681088,21481022+0126425,270258756,3150.0,3250.0,5.0,6.0,False,,,False,False
J21479+058,Ross 779,-,4220,326.98988863051,5.82123587991796,21:47:57.22,+05:49:21.6,62.561544387121,-34.767619258276,EDR3,M1.5 V,1.5,PMSU,3700.0,50.0,5.0,0.5,0.0,,Cif20,0.0555002,0.0006216,Cif20,0.5733,0.0158,Karmn,0.5809,0.0208,Karmn,325.641512606573,0.02079648,-322.432902687587,0.01863428,EDR3,32.011367938319,0.02109886,EDR3,31.23890244,0.02058972,EDR3,-46.3674094427471,1.39985596074861,EDR3,1.2818199,EDR3,-29.24848,0.53072,-71.11418,1.02084,-29.02773,0.79865,Karmn,0.1296741912871527,0.002102535763901,Wol17,,,,,TD-D,Karmn,,,,,,,,0.44,0.2,Gai14,,,,,,,,,,,,,,,,,,,,21.197,0.181,GALEX,15.541,0.006,SDSS9,,,,,,,12.0393,0.0031,EDR3,12.509,0.008,APASS9,,,,,,,11.43,UCAC3,11.248,0.017,APASS9,10.9613,0.0028,EDR3,10.341,0.013,APASS9,9.9258,0.0038,EDR3,9.85,US-B1,8.626,0.02,7.972,0.023,7.752,0.018,AAA,2M,7.618,0.026,7.638,0.02,7.53,0.019,7.536,0.166,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,2700078508285769088,21475724+0549213,270226668,3650.0,3750.0,4.5,5.5,False,,,False,False
J21478+502,Wolf 945,-,4223,326.973482899924,50.2484868591586,21:47:52.48,+50:14:47.7,95.5718195958374,-2.61244172147685,EDR3,M3.5 V,3.5,PMSU,3300.0,50.0,4.5,0.5,0.0,,Cif20,0.011281,0.0002555,Cif20,0.3249,0.0105,Karmn,0.3188,0.0145,Karmn,693.779802042561,0.020077398,425.625397333983,0.016749363,EDR3,48.5197877771901,0.0176254,EDR3,20.61014786,0.00748689,EDR3,-15.0,5.0,New14,1.1690509,EDR3,-76.82605,0.48511,-23.06716,4.97124,-10.70183,0.2287,Karmn,0.3227861164046211,0.0116996933774517,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.005,0.08,UCAC4,13.6359,0.003,EDR3,14.124,0.05,UCAC4,,,,13.356,0.09,UCAC4,13.209,UCAC3,12.815,0.04,UCAC4,12.1414,0.0028,EDR3,11.435,0.1,UCAC4,10.9446,0.0038,EDR3,10.38,US-B1,9.311,0.023,8.765,0.075,8.555,0.023,AAA,2M,8.346,0.024,8.177,0.02,8.067,0.02,8.082,0.203,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,1980487077505535744,21475251+5014479,395913693,3250.0,3350.0,4.0,5.0,False,,,False,False
J21474+627,TYC 4266-736-1,-,,326.851608853889,62.7538148409021,21:47:24.79,+62:45:13.9,103.550023532864,7.0302441392323,EDR3,m0 V,0.0,Karmn,4029.0,13.0,4.98,0.04,-0.01,0.03,Marf21,0.0876726,0.0006246,Karmn,0.6077,0.00448,Karmn,0.6172,0.0137,Karmn,-173.42452989286,0.011765878,-10.6537621137904,0.0110571915,EDR3,24.9223799374614,0.010338412,EDR3,40.12457889,0.01664466,EDR3,-61.3311014229308,0.22794820801229,EDR3,0.85812217,EDR3,40.60199,0.05407,-55.31144,0.21994,12.07784,0.02933,Karmn,,,,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.243,0.447,TYC2,,,,11.7164,0.0029,EDR3,,,,11.933,0.151,TYC2,,,,,,,,,10.8386,0.0028,EDR3,,,,9.9174,0.0038,EDR3,,,8.771,0.043,8.114,0.059,7.93,0.02,AAA,2M,7.825,0.027,7.886,0.02,7.787,0.018,7.643,0.111,AAAB,AllWISE,Single,,,,,,,,,,,,,?,,,,,,,Gamma+,,,2216420110788943744,21472477+6245139,408636441,4016.0,4042.0,4.94,5.0200000000000005,True,../data/CARM_VIS_RVs/J21474+627.dat,<ambiguous>,True,True
J21472-047,2MASS J21471744-0444406,-,,326.823872941446,-4.74461368589665,21:47:17.45,-04:44:40.7,51.5641732715903,-40.801393261496,EDR3,M4.5 V,4.5,AF15a,3000.0,50.0,4.5,0.5,0.0,,Cif20,0.0031308,4.793e-05,Cif20,0.20713,0.00708,Karmn,0.1945,0.0112,Karmn,256.99410914157,0.039335642,5.37600904221639,0.027377803,EDR3,86.8732333750088,0.04013446,EDR3,11.51102545,0.00531796,EDR3,-31.67,0.11,Jeff18,1.3874357,EDR3,-25.70737,0.05203,-19.97362,0.06524,11.82882,0.07201,Karmn,0.022708598403603,0.001012363740999,Wol17,,,,,YD,Karmn,,,,,,,,-0.53,0.04,Sche15,,,,,,,,,,,,,,,,,,,,,,,17.674,0.012,SDSS9,,,,16.035,0.04,UCAC4,14.4926,0.0044,EDR3,15.077,0.01,UCAC4,,,,14.298,0.01,UCAC4,14.174,UCAC3,13.668,0.05,UCAC4,12.6058,0.0028,EDR3,11.808,0.11,UCAC4,11.3043,0.0039,EDR3,10.9,US-B1,9.416,0.022,8.84,0.025,8.501,0.023,AAA,2M,8.3,0.023,8.13,0.02,7.968,0.02,7.977,0.221,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,HRS,,(Astralux),Gamma,,,2669873515120908544,21471744-0444406,24352777,2950.0,3050.0,4.0,5.0,False,,,False,False
J21469+466,Wolf 944,-,4219,326.736149506612,46.6350391749786,21:46:56.24,+46:38:06.2,93.1258283833567,-5.28233493514647,EDR3,M4.0 V,4.0,PMSU,3200.0,50.0,4.5,0.5,0.0,,Cif20,0.0091464,0.0001702,Cif20,0.3112,0.0101,Karmn,0.3043,0.0142,Karmn,278.745910670002,0.017694594,-5.60043050703944,0.01832288,EDR3,58.3485895887183,0.016802471,EDR3,17.13837484,0.00493529,EDR3,-6.22,0.07,Jeff18,1.1092906,EDR3,-16.58854,0.00642,-8.4856,0.0696,-14.30282,0.00782,Karmn,0.0261796715673444,0.0010447778346903,Wol17,Cas,Karmn,,,YD,Karmn,<,3.0,,Jeff18,,,,-0.05,0.16,Sche15,,,,,,,,,,,,,,,,,,,,,,,17.085,0.009,SDSS9,,,,,,,13.695,0.0033,EDR3,14.075,0.007,PS1,,,,,,,13.828,UCAC3,12.89,0.09,CMC15,12.0801,0.0028,EDR3,11.724,0.113,PS1,10.8464,0.0039,EDR3,10.5,US-B1,9.089,0.05,8.481,0.03,8.214,0.016,AAA,2M,8.041,0.022,7.907,0.018,7.762,0.017,7.619,0.158,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,CAFE,,(FastCam),Beta,,,1974606167761195904,21465626+4638061,345606860,3150.0,3250.0,4.0,5.0,False,,,False,False
J21466-001,Wolf 940,A,1263A,326.671848118817,-0.175517337514474,21:46:40.42,-00:10:23.8,56.3775044138331,-38.136114767869,EDR3,M4.0 V,4.0,PMSU,3408.0,29.0,4.82,0.09,-0.14,0.08,Marf21,0.0095658,5.372e-05,Karmn,0.28055,0.00484,Karmn,0.272,0.0103,Karmn,769.365885600274,0.049437266,-505.681987538891,0.03401533,EDR3,80.7378828785004,0.05178652,EDR3,12.3857595,0.00794442,EDR3,-28.5476014877105,0.0240322884111085,Lafa20,1.1787423,EDR3,-32.435,0.02616,-45.46009,0.02149,-24.86845,0.02541,Karmn,0.2317997785534053,0.0108938618067379,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.081,0.01,Sche19,,,,,,,,,,,,,,,,,,,,22.697,0.167,GALEX,16.184,0.007,SDSS9,,,,,,,12.9129,0.0032,EDR3,13.762,0.002,SDSS9,,,,,,,12.389,UCAC4,12.154,0.001,SDSS9,11.3102,0.0028,EDR3,10.991,0.002,SDSS9,10.0832,0.0038,EDR3,9.9,US-B1,8.364,0.024,7.825,0.031,7.489,0.026,AAA,2M,7.307,0.035,7.169,0.02,7.074,0.018,6.92,0.093,AAAA,AllWISE,Wide,BNG2,27.9,,Burn09,Wolf 940B,T8.5,,,,,,CARMENES,No,,0.0,,,TCP,(FastCam),Alpha,GTO,,2681122098893985408,21464040-0010233,24350161,3379.0,3437.0,4.73,4.91,True,../data/CARM_VIS_RVs/J21466-001.dat,,True,False
J21466+668,G 264-012,-,,326.672098094264,66.8038767128524,21:46:40.24,+66:48:10.6,106.14838158155,10.1623317897664,EDR3,M4.0 V,4.0,AF15a,3409.0,38.0,4.85,0.11,-0.09,0.11,Marf21,0.0104424,4.401e-05,Karmn,0.29295,0.00656,Karmn,0.2851,0.0114,Karmn,392.469147706107,0.026444435,206.812157510287,0.022744374,EDR3,62.5534423418969,0.021314627,EDR3,15.98633045,0.00544722,EDR3,-9.77109124340391,0.0240043381119553,Lafa20,1.3154004,EDR3,-29.16729,0.01076,-17.07376,0.02279,-9.13648,0.00892,Karmn,0.0608034628896399,0.0026620238215466,Wol17,HS,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,0.077,0.009,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.644,0.04,UCAC4,13.338,0.003,EDR3,13.793,0.06,UCAC4,,,,13.078,0.05,UCAC4,12.984,UCAC3,12.486,0.05,UCAC4,11.7531,0.0028,EDR3,10.963,0.02,UCAC4,10.5294,0.0038,EDR3,10.25,US-B1,8.837,0.021,8.258,0.023,7.986,0.02,AAA,2M,7.78,0.028,7.65,0.02,7.511,0.016,7.337,0.074,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,CAFOS,HRS CAFE,,(Astralux),Alpha,GTO,,2222540228723911168,21464021+6648105,322391844,3371.0,3447.0,4.739999999999999,4.96,True,../data/CARM_VIS_RVs/J21466+668.dat,<ambiguous>,True,True
J21463+382,LSPM J2146+3813,-,,326.592881941859,38.2175170811441,21:46:22.07,+38:13:05.0,87.5124565455946,-11.6124067690667,EDR3,M4.0 V,4.0,Lep13,3247.0,21.0,4.84,0.11,-0.59,0.09,Marf21,0.0046024,2.069e-05,Karmn,0.21438,0.00281,Karmn,0.20217,0.00893,Karmn,161.453676448959,0.017373964,-119.739402309035,0.019083459,EDR3,141.894605738559,0.021211391,EDR3,7.04748426,0.00105351,EDR3,-83.0129516509102,0.0240067113479276,Lafa20,1.1928823,EDR3,-5.02783,0.00139,-82.49368,0.02349,10.28398,0.00492,Karmn,0.0064929582730913,0.00017323324228964596,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,,,,0.1,0.013,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.833,0.05,UCAC4,12.4178,0.003,EDR3,12.926,0.03,UCAC4,,,,12.21,0.06,UCAC4,11.983,UCAC3,11.633,0.04,UCAC4,10.8309,0.0028,EDR3,10.074,0.06,UCAC4,9.6037,0.0038,EDR3,9.5,US-B1,7.949,0.019,7.465,0.033,7.198,0.018,AAA,2M,6.947,0.047,6.769,0.022,6.707,0.015,6.538,0.06,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,,Alpha,GTO,,1952802469918554368,21462206+3813047,407688400,3226.0,3268.0,4.7299999999999995,4.95,True,../data/CARM_VIS_RVs/J21463+382.dat,<ambiguous>,True,True
J21454-059,Wolf 939,-,4217,326.353086133631,-5.90318577119191,21:45:24.89,-05:54:06.0,49.9339124277518,-41.0110033673865,EDR3,M3.5 V,3.5,PMSU,3300.0,50.0,5.0,0.5,0.0,,Cif20,0.012744,0.000289,Cif20,0.3454,0.0112,Karmn,0.3404,0.0152,Karmn,-139.466883317441,0.03510483,-343.975781374772,0.028516395,EDR3,40.1290224479797,0.031907007,EDR3,24.91962024,0.01981385,EDR3,-52.73,0.12,Schn19,1.5108459,EDR3,4.59519,0.06088,-61.8017,0.07415,29.36755,0.08025,Karmn,0.0734814647859158,0.0027113013200464,Wol17,,,,,TD-D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93,0.01,SDSS9,,,,15.118,0.01,UCAC4,13.8599,0.003,EDR3,14.303,0.01,UCAC4,,,,13.635,0.01,UCAC4,13.506,UCAC3,13.056,0.06,UCAC4,12.3906,0.0028,EDR3,11.663,0.17,UCAC4,11.1991,0.0038,EDR3,10.88,US-B1,9.604,0.024,9.021,0.023,8.776,0.02,AAA,2M,8.648,0.023,8.476,0.02,8.368,0.024,7.908,0.222,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,2668056572156599040,21452490-0554055,333372829,3250.0,3350.0,4.5,5.5,False,,,False,False
J21450-057,Wolf 937,-,4216,326.252472623637,-5.7889735236927,21:45:00.78,-05:47:13.3,49.9946132839916,-40.866228064447,EDR3,M3.0 V,3.0,PMSU,3300.0,50.0,5.5,0.5,0.0,,Cif20,0.0101257,0.0001665,Cif20,0.30785,0.00967,Karmn,0.3008,0.0138,Karmn,-169.767831012612,0.042396877,-435.501995683006,0.026791316,EDR3,59.8368619019302,0.039735645,EDR3,16.71210635,0.01109795,EDR3,45.0,6.0,Terr15,1.5089743,EDR3,47.1327,2.91681,-0.5788,3.47581,-34.27016,3.92576,Karmn,0.1505667817554106,0.0894548365804335,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.39,0.009,SDSS9,,,,14.453,0.02,UCAC4,13.1298,0.0033,EDR3,13.625,0.02,UCAC4,,,,12.892,0.01,UCAC4,12.577,UCAC3,12.285,0.03,UCAC4,11.7362,0.0028,EDR3,10.953,0.08,UCAC4,10.574,0.0039,EDR3,10.31,US-B1,9.034,0.023,8.463,0.027,8.193,0.025,AAA,2M,8.043,0.023,7.878,0.02,7.772,0.022,7.613,0.142,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,2668249051115631232,21450079-0547128,269467912,3250.0,3350.0,5.0,6.0,False,,,False,False
